"author_a","author_b","year","title"
"Hong,Y","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hong,Y","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hong,Y","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hong,Y","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"JoyGaba,J","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"JoyGaba,J","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"JoyGaba,J","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"JoyGaba,J","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"JoyGaba,J","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"JoyGaba,J","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,D","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,D","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,D","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,D","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,D","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,LB","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,LB","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,LB","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lazarević,LB","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Parzuchowski,M","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Parzuchowski,M","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Parzuchowski,M","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Ratner,KG","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Ratner,KG","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Rothman,D","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Asseraf,Y","Lages,LF","2019","Assessing the drivers and impact of international marketing agility. International Marketing Review, 32(2), 289-315. https://doi.org/10.1108/IMR-12-2017-0267"
"Asseraf,Y","Shoham,A","2019","Assessing the drivers and impact of international marketing agility. International Marketing Review, 32(2), 289-315. https://doi.org/10.1108/IMR-12-2017-0267"
"Lages,LF","Shoham,A","2019","Assessing the drivers and impact of international marketing agility. International Marketing Review, 32(2), 289-315. https://doi.org/10.1108/IMR-12-2017-0267"
"Cunha,MP","Clegg,S","2019","Improvisation in the learning organization: a defense of the infra-ordinary. Learning Organization, 26(3), 238-251. https://doi.org/10.1108/TLO-07-2018-0126"
"Cunha,MP","Rego,A","2019","Dogs in organizations. Human Relations, 72(4), 778-800. https://doi.org/10.1177/0018726718780210"
"Cunha,MP","Munro,I","2019","Dogs in organizations. Human Relations, 72(4), 778-800. https://doi.org/10.1177/0018726718780210"
"Rego,A","Munro,I","2019","Dogs in organizations. Human Relations, 72(4), 778-800. https://doi.org/10.1177/0018726718780210"
"Iannotta,G","Pennacchi,G","2019","Ratings-based regulation and systematic risk incentives. Review Of Financial Studies, 32(4), 1374-1415. https://doi.org/10.1093/rfs/hhy091"
"Iannotta,G","Santos,JAC","2019","Ratings-based regulation and systematic risk incentives. Review Of Financial Studies, 32(4), 1374-1415. https://doi.org/10.1093/rfs/hhy091"
"Pennacchi,G","Santos,JAC","2019","Ratings-based regulation and systematic risk incentives. Review Of Financial Studies, 32(4), 1374-1415. https://doi.org/10.1093/rfs/hhy091"
"Sobral,F","Chambel,MJ","2019","A psychometric assessment of a human resources practice measure for temporary agency workers. Spanish Journal Of Psychology, 22, [E16]. https://doi.org/10.1017/sjp."
"Sobral,F","Castanheira,F","2019","A psychometric assessment of a human resources practice measure for temporary agency workers. Spanish Journal Of Psychology, 22, [E16]. https://doi.org/10.1017/sjp."
"Sobral,F","Cesário,F","2019","A psychometric assessment of a human resources practice measure for temporary agency workers. Spanish Journal Of Psychology, 22, [E16]. https://doi.org/10.1017/sjp."
"Chambel,MJ","Castanheira,F","2019","A psychometric assessment of a human resources practice measure for temporary agency workers. Spanish Journal Of Psychology, 22, [E16]. https://doi.org/10.1017/sjp."
"Chambel,MJ","Cesário,F","2019","A psychometric assessment of a human resources practice measure for temporary agency workers. Spanish Journal Of Psychology, 22, [E16]. https://doi.org/10.1017/sjp."
"Castanheira,F","Cesário,F","2019","A psychometric assessment of a human resources practice measure for temporary agency workers. Spanish Journal Of Psychology, 22, [E16]. https://doi.org/10.1017/sjp."
"Rego,A","Yam,KC","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Rego,A","Owens,BP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Rego,A","Story,JSP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Rego,A","Cunha,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Rego,A","Bluhm,D","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Rego,A","Lopes,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Yam,KC","Owens,BP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Yam,KC","Story,JSP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Yam,KC","Cunha,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Yam,KC","Bluhm,D","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Yam,KC","Lopes,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Owens,BP","Story,JSP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Owens,BP","Cunha,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Owens,BP","Bluhm,D","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Owens,BP","Lopes,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Story,JSP","Cunha,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Story,JSP","Bluhm,D","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Story,JSP","Lopes,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Cunha,MP","Bluhm,D","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Cunha,MP","Lopes,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Bluhm,D","Lopes,MP","2019","Conveyed leader PsyCap predicting leader effectiveness through positive energizing. Journal of Management, 45(4), 1689-1712. https://doi.org/10.1177/0149206317733510"
"Silva,G","Gomes,PJ","2019","Does importer involvement contribute to product innovation? The role of export market factors and intra-firm coordination. Industrial Marketing Management, 78, 169-182. https://doi.org/10.1016/j.indmarman.2017.05.008"
"Silva,G","Lages,LF","2019","Does importer involvement contribute to product innovation? The role of export market factors and intra-firm coordination. Industrial Marketing Management, 78, 169-182. https://doi.org/10.1016/j.indmarman.2017.05.008"
"Gomes,PJ","Lages,LF","2019","Does importer involvement contribute to product innovation? The role of export market factors and intra-firm coordination. Industrial Marketing Management, 78, 169-182. https://doi.org/10.1016/j.indmarman.2017.05.008"
"Oliveira,P","Zejnilovic,L","2019","Peer Adoption and Development of Health Innovations by Patients: National Representative Study of 6204 Citizens. Journal Of Medical Internet Research, 21(3), e11726. https://doi.org/10.2196/11726"
"Oliveira,P","Azevedo,S","2019","Peer Adoption and Development of Health Innovations by Patients: National Representative Study of 6204 Citizens. Journal Of Medical Internet Research, 21(3), e11726. https://doi.org/10.2196/11726"
